date,water_year,day_of_water_year,ukl_huc8_mean_swe,williamson_huc8_mean_swe,sprague_huc8_mean_swe,weighted_average_swe,normalized_average_swe,day_after_oct_15,oct_16_nov_30_linear_weight,day_after_may_15_desc,may_16_jun_30_linear_weight,weighted_normalized_avg_swe,,,,,,,,,,,,,,,,,,,,,
1/7/2025,2025,99,16.9,10.9,6.18,9.242846794,0.890640447,NA,NA,NA,NA,0.890640447,16.9,10.9,6.18,9.242846782,0.890658072,,,,,0.890658072,,0,0,8.88178E-16,-1.1916E-08,1.76256E-05,-,-,-,-,1.76256E-05
1/8/2025,2025,100,16.58,10.775,6.32,9.230494168,0.873668617,NA,NA,NA,NA,0.873668617,16.58,10.775,6.32,9.230494156,0.873657263,,,,,0.873657263,,0,0,-8.88178E-16,-1.179E-08,-1.13542E-05,-,-,-,-,-1.13542E-05
1/9/2025,2025,101,16.62,10.85,6.4,9.303290534,0.833445574,NA,NA,NA,NA,0.833445574,16.62,10.85,6.4,9.303290522,0.833437493,,,,,0.833437493,,-3.55271E-15,0,0,-1.18526E-08,-8.0813E-06,-,-,-,-,-8.0813E-06
1/10/2025,2025,102,16.6,10.8,6.38,9.273240775,0.801206554,NA,NA,NA,NA,0.801206554,16.6,10.8,6.38,9.273240763,0.801198379,,,,,0.801198379,,0,0,0,-1.18231E-08,-8.17468E-06,-,-,-,-,-8.17468E-06
1/11/2025,2025,103,16.54,10.875,6.44,9.321679632,0.786330033,NA,NA,NA,NA,0.786330033,16.54,10.875,6.44,9.32167962,0.786355592,,,,,0.786355592,,0,0,-8.88178E-16,-1.18404E-08,2.5559E-05,-,-,-,-,2.5559E-05
1/12/2025,2025,104,16.72,10.925,6.48,9.384379911,0.785120846,NA,NA,NA,NA,0.785120846,16.72,10.925,6.48,9.384379899,0.785094023,,,,,0.785094023,,3.55271E-15,0,-8.88178E-16,-1.19389E-08,-2.68231E-05,-,-,-,-,-2.68231E-05
1/13/2025,2025,105,16.74,11.175,6.56,9.513035536,0.790256759,NA,NA,NA,NA,0.790256759,16.74,11.175,6.56,9.513035524,0.790212122,,,,,0.790212122,,3.55271E-15,0,0,-1.20493E-08,-4.46368E-05,-,-,-,-,-4.46368E-05
1/14/2025,2025,106,16.78,11,6.24,9.291367439,0.761082655,NA,NA,NA,NA,0.761082655,16.78,11,6.24,9.291367427,0.761101845,,,,,0.761101845,,0,-1.77636E-15,0,-1.19176E-08,1.91893E-05,-,-,-,-,1.91893E-05
1/15/2025,2025,107,16.86,10.925,6.12,9.214085448,0.718142371,NA,NA,NA,NA,0.718142371,16.86,10.925,6.12,9.214085436,0.718123608,,,,,0.718123608,,3.55271E-15,-1.77636E-15,0,-1.18909E-08,-1.87638E-05,-,-,-,-,-1.87638E-05
1/16/2025,2025,108,16.88,10.95,6.2,9.267367879,0.712721701,NA,NA,NA,NA,0.712721701,16.88,10.95,6.2,9.267367867,0.712729119,,,,,0.712729119,,3.55271E-15,1.77636E-15,0,-1.19297E-08,7.41768E-06,-,-,-,-,7.41768E-06
1/17/2025,2025,109,17,10.95,6.24,9.305025548,0.694469717,NA,NA,NA,NA,0.694469717,17,10.95,6.24,9.305025536,0.694484463,,,,,0.694484463,,0,0,0,-1.19886E-08,1.47458E-05,-,-,-,-,1.47458E-05
1/18/2025,2025,110,17.08,11.05,6.34,9.402261211,0.690195632,NA,NA,NA,NA,0.690195632,17.08,11.05,6.34,9.402261199,0.690206255,,,,,0.690206255,,3.55271E-15,-1.77636E-15,0,-1.20807E-08,1.06229E-05,-,-,-,-,1.06229E-05
1/19/2025,2025,111,16.94,10.95,6.06,9.201910126,0.67255256,NA,NA,NA,NA,0.67255256,16.94,10.95,6.06,9.201910114,0.672546972,,,,,0.672546972,,-3.55271E-15,1.77636E-15,8.88178E-16,-1.19133E-08,-5.5887E-06,-,-,-,-,-5.5887E-06
1/20/2025,2025,112,16.8,10.875,5.68,8.957254722,0.636868958,NA,NA,NA,NA,0.636868958,16.8,10.875,5.68,8.95725471,0.636879983,,,,,0.636879983,,0,0,8.88178E-16,-1.17251E-08,1.10249E-05,-,-,-,-,1.10249E-05
1/21/2025,2025,113,16.34,10.625,5.42,8.672961271,0.58941811,NA,NA,NA,NA,0.58941811,16.34,10.625,5.42,8.672961259,0.58943807,,,,,0.58943807,,-3.55271E-15,0,0,-1.13892E-08,1.99599E-05,-,-,-,-,1.99599E-05
1/22/2025,2025,114,16.22,10.825,5.34,8.681230349,0.542408217,NA,NA,NA,NA,0.542408217,16.22,10.825,5.34,8.681230337,0.54239327,,,,,0.54239327,,0,0,8.88178E-16,-1.13825E-08,-1.4947E-05,-,-,-,-,-1.4947E-05
1/23/2025,2025,115,16.16,10.925,5.2,8.63268577,0.50142404,NA,NA,NA,NA,0.50142404,16.16,10.925,5.2,8.632685759,0.50141783,,,,,0.50141783,,0,0,0,-1.13504E-08,-6.21041E-06,-,-,-,-,-6.21041E-06
1/24/2025,2025,116,16.18,10.775,5.2,8.585201312,0.487837368,NA,NA,NA,NA,0.487837368,16.18,10.775,5.2,8.5852013,0.487849598,,,,,0.487849598,,0,0,0,-1.13106E-08,1.22299E-05,-,-,-,-,1.22299E-05
1/25/2025,2025,117,16.2,10.475,5.34,8.561218821,0.483140268,NA,NA,NA,NA,0.483140268,16.2,10.475,5.34,8.56121881,0.483147772,,,,,0.483147772,,0,0,-8.88178E-16,-1.12633E-08,7.50452E-06,-,-,-,-,7.50452E-06
1/26/2025,2025,118,16.12,10.65,5.76,8.830037361,0.501729119,NA,NA,NA,NA,0.501729119,16.12,10.65,5.76,8.83003735,0.501706345,,,,,0.501706345,,0,0,0,-1.14078E-08,-2.2774E-05,-,-,-,-,-2.2774E-05
1/27/2025,2025,119,15.9,10.3,5.28,8.429522699,0.475067235,NA,NA,NA,NA,0.475067235,15.9,10.3,5.28,8.429522688,0.47506354,,,,,0.47506354,,0,-1.77636E-15,-8.88178E-16,-1.10719E-08,-3.695E-06,-,-,-,-,-3.695E-06
1/28/2025,2025,120,16.02,9.625,4.76,7.946057729,0.444007909,NA,NA,NA,NA,0.444007909,16.02,9.625,4.76,7.946057719,0.444002919,,,,,0.444002919,,0,0,0,-1.07555E-08,-4.99017E-06,-,-,-,-,-4.99017E-06
1/29/2025,2025,121,16.22,9.375,4.42,7.710844108,0.431728834,NA,NA,NA,NA,0.431728834,16.22,9.375,4.42,7.710844097,0.43172204,,,,,0.43172204,,0,-1.77636E-15,8.88178E-16,-1.06574E-08,-6.794E-06,-,-,-,-,-6.794E-06
1/30/2025,2025,122,16.26,9.4,4.56,7.798498346,0.438557236,NA,NA,NA,NA,0.438557236,16.26,9.4,4.56,7.798498335,0.438561647,,,,,0.438561647,,-3.55271E-15,1.77636E-15,8.88178E-16,-1.07213E-08,4.411E-06,-,-,-,-,4.411E-06
1/31/2025,2025,123,16.22,9.425,4.64,7.843487765,0.442459108,NA,NA,NA,NA,0.442459108,16.22,9.425,4.64,7.843487754,0.442444661,,,,,0.442444661,,0,0,-8.88178E-16,-1.07364E-08,-1.44469E-05,-,-,-,-,-1.44469E-05
2/1/2025,2025,124,16.36,9.75,4.76,8.034925456,0.456961446,NA,NA,NA,NA,0.456961446,16.36,9.75,4.76,8.034925446,0.456969098,,,,,0.456969098,,3.55271E-15,0,0,-1.09295E-08,7.65232E-06,-,-,-,-,7.65232E-06
2/2/2025,2025,125,17.32,10.975,5.8,9.125841624,0.530699107,NA,NA,NA,NA,0.530699107,17.32,10.975,5.8,9.125841612,0.530709426,,,,,0.530709426,,0,0,0,-1.19968E-08,1.03191E-05,-,-,-,-,1.03191E-05
2/3/2025,2025,126,18.48,12.025,6.72,10.12256263,0.597584529,NA,NA,NA,NA,0.597584529,18.48,12.025,6.72,10.12256261,0.597571043,,,,,0.597571043,,0,0,8.88178E-16,-1.30529E-08,-1.34862E-05,-,-,-,-,-1.34862E-05
2/4/2025,2025,127,19.6,12.275,7.82,10.94058379,0.655138327,NA,NA,NA,NA,0.655138327,19.6,12.275,7.82,10.94058377,0.655126048,,,,,0.655126048,,0,0,-1.77636E-15,-1.38905E-08,-1.22787E-05,-,-,-,-,-1.22787E-05
2/5/2025,2025,128,21.18,13.275,9.08,12.15771527,0.736895328,NA,NA,NA,NA,0.736895328,21.18,13.275,9.08,12.15771525,0.736878138,,,,,0.736878138,,0,-1.77636E-15,-1.77636E-15,-1.51943E-08,-1.719E-05,-,-,-,-,-1.719E-05
2/6/2025,2025,129,21.74,13.55,9.96,12.79081573,0.781331073,NA,NA,NA,NA,0.781331073,21.74,13.55,9.96,12.79081572,0.781339138,,,,,0.781339138,,3.55271E-15,0,1.77636E-15,-1.57555E-08,8.06409E-06,-,-,-,-,8.06409E-06
2/7/2025,2025,130,21.9,13.875,10.18,13.03769688,0.795512414,NA,NA,NA,NA,0.795512414,21.9,13.875,10.18,13.03769686,0.79552403,,,,,0.79552403,,3.55271E-15,0,-1.77636E-15,-1.59852E-08,1.16159E-05,-,-,-,-,1.16159E-05
2/8/2025,2025,131,22.52,14.825,11,13.87360247,0.843046518,NA,NA,NA,NA,0.843046518,22.52,14.825,11,13.87360245,0.843035315,,,,,0.843035315,,3.55271E-15,0,-1.77636E-15,-1.67675E-08,-1.12029E-05,-,-,-,-,-1.12029E-05
2/9/2025,2025,132,22.38,14.3,10.8,13.57302309,0.824691891,NA,NA,NA,NA,0.824691891,22.38,14.3,10.8,13.57302307,0.82470822,,,,,0.82470822,,0,0,0,-1.64879E-08,1.63286E-05,-,-,-,-,1.63286E-05
2/10/2025,2025,133,22.56,14.45,10.88,13.69029421,0.828083837,NA,NA,NA,NA,0.828083837,22.56,14.45,10.88,13.69029419,0.828112368,,,,,0.828112368,,0,0,-1.77636E-15,-1.66296E-08,2.85307E-05,-,-,-,-,2.85307E-05
2/11/2025,2025,134,22.7,14.675,11.04,13.86930435,0.834136542,NA,NA,NA,NA,0.834136542,22.7,14.675,11.04,13.86930433,0.834121196,,,,,0.834121196,,0,-1.77636E-15,0,-1.68024E-08,-1.53464E-05,-,-,-,-,-1.53464E-05
2/12/2025,2025,135,22.74,14.9,11.18,14.02395698,0.837426401,NA,NA,NA,NA,0.837426401,22.74,14.9,11.18,14.02395697,0.837418179,,,,,0.837418179,,0,0,0,-1.69299E-08,-8.22209E-06,-,-,-,-,-8.22209E-06
2/13/2025,2025,136,22.64,14.775,11.1,13.92611801,0.819475913,NA,NA,NA,NA,0.819475913,22.64,14.775,11.1,13.92611799,0.819455544,,,,,0.819455544,,3.55271E-15,0,0,-1.68277E-08,-2.03693E-05,-,-,-,-,-2.03693E-05
2/14/2025,2025,137,22.88,15.15,11.38,14.23241357,0.829867533,NA,NA,NA,NA,0.829867533,22.88,15.15,11.38,14.23241355,0.829890314,,,,,0.829890314,,3.55271E-15,0,-1.77636E-15,-1.71221E-08,2.27814E-05,-,-,-,-,2.27814E-05
2/15/2025,2025,138,22.86,14.7,11.36,14.06836702,0.817714226,NA,NA,NA,NA,0.817714226,22.86,14.7,11.36,14.06836701,0.817726943,,,,,0.817726943,,3.55271E-15,0,0,-1.69654E-08,1.27173E-05,-,-,-,-,1.27173E-05
2/16/2025,2025,139,23.34,14.125,11,13.7524459,0.792029968,NA,NA,NA,NA,0.792029968,23.34,14.125,11,13.75244589,0.792012345,,,,,0.792012345,,0,0,0,-1.68689E-08,-1.76233E-05,-,-,-,-,-1.76233E-05
2/17/2025,2025,140,23.86,14.85,11.38,14.2673685,0.815455766,NA,NA,NA,NA,0.815455766,23.86,14.85,11.38,14.26736848,0.815475061,,,,,0.815475061,,3.55271E-15,0,-1.77636E-15,-1.74139E-08,1.92943E-05,-,-,-,-,1.92943E-05
2/18/2025,2025,141,24.42,15.25,11.68,14.63680408,0.804049379,NA,NA,NA,NA,0.804049379,24.42,15.25,11.68,14.63680406,0.804066399,,,,,0.804066399,,-3.55271E-15,0,0,-1.78484E-08,1.70202E-05,-,-,-,-,1.70202E-05
2/19/2025,2025,142,24.64,15.125,11.52,14.5410512,0.780159513,NA,NA,NA,NA,0.780159513,24.64,15.125,11.52,14.54105118,0.780154701,,,,,0.780154701,,-3.55271E-15,0,0,-1.78497E-08,-4.81221E-06,-,-,-,-,-4.81221E-06
2/20/2025,2025,143,25.04,15.375,11.62,14.73276505,0.764183865,NA,NA,NA,NA,0.764183865,25.04,15.375,11.62,14.73276503,0.76419115,,,,,0.76419115,,0,1.77636E-15,0,-1.81159E-08,7.28451E-06,-,-,-,-,7.28451E-06
2/21/2025,2025,144,25.36,15.35,11.66,14.78969129,0.762753858,NA,NA,NA,NA,0.762753858,25.36,15.35,11.66,14.78969127,0.762742734,,,,,0.762742734,,3.55271E-15,-1.77636E-15,0,-1.82458E-08,-1.1124E-05,-,-,-,-,-1.1124E-05
2/22/2025,2025,145,25.56,15.2,11.54,14.70387093,0.742638268,NA,NA,NA,NA,0.742638268,25.56,15.2,11.54,14.70387091,0.742649241,,,,,0.742649241,,0,0,1.77636E-15,-1.82427E-08,1.09728E-05,-,-,-,-,1.09728E-05
2/23/2025,2025,146,25.62,15.475,11.74,14.90964496,0.747483698,NA,NA,NA,NA,0.747483698,25.62,15.475,11.74,14.90964495,0.74750373,,,,,0.74750373,,-3.55271E-15,1.77636E-15,0,-1.84113E-08,2.00324E-05,-,-,-,-,2.00324E-05
2/24/2025,2025,147,25.94,15.625,11.8,15.03573062,0.744173273,NA,NA,NA,NA,0.744173273,25.94,15.625,11.8,15.03573061,0.744172047,,,,,0.744172047,,-3.55271E-15,0,0,-1.86026E-08,-1.2258E-06,-,-,-,-,-1.2258E-06
2/25/2025,2025,148,26.14,15.075,11.36,14.64734029,0.714552086,NA,NA,NA,NA,0.714552086,26.14,15.075,11.36,14.64734027,0.71455126,,,,,0.71455126,,-3.55271E-15,0,1.77636E-15,-1.83805E-08,-8.2511E-07,-,-,-,-,-8.2511E-07
2/26/2025,2025,149,25.24,14.875,11.06,14.29790938,0.689636572,NA,NA,NA,NA,0.689636572,25.24,14.875,11.06,14.29790936,0.689641753,,,,,0.689641753,,3.55271E-15,0,-1.77636E-15,-1.78752E-08,5.18068E-06,-,-,-,-,5.18068E-06
2/27/2025,2025,150,25,14.925,11.14,14.32363023,0.69125401,NA,NA,NA,NA,0.69125401,25,14.925,11.14,14.32363021,0.691251254,,,,,0.691251254,,-3.55271E-15,0,0,-1.78193E-08,-2.75532E-06,-,-,-,-,-2.75532E-06
2/28/2025,2025,151,24.98,14.775,11.06,14.2284738,0.67831,NA,NA,NA,NA,0.67831,24.98,14.775,11.06,14.22847378,0.678295099,,,,,0.678295099,,0,1.77636E-15,-1.77636E-15,-1.77407E-08,-1.49016E-05,-,-,-,-,-1.49016E-05
3/1/2025,2025,152,25.22,14.725,10.98,14.20275295,0.665384763,NA,NA,NA,NA,0.665384763,25.22,14.725,10.98,14.20275293,0.66539253,,,,,0.66539253,,0,1.77636E-15,0,-1.77967E-08,7.76643E-06,-,-,-,-,7.76643E-06
3/2/2025,2025,153,25.34,14.7,10.9,14.16882088,0.653054324,NA,NA,NA,NA,0.653054324,25.34,14.7,10.9,14.16882086,0.653062752,,,,,0.653062752,,-3.55271E-15,0,0,-1.78132E-08,8.42741E-06,-,-,-,-,8.42741E-06
3/3/2025,2025,154,25.36,14.5,10.7,13.99922859,0.647459726,NA,NA,NA,NA,0.647459726,25.36,14.5,10.7,13.99922857,0.647461544,,,,,0.647461544,,0,0,0,-1.77001E-08,1.81837E-06,-,-,-,-,1.81837E-06
3/4/2025,2025,155,25.56,14.525,10.7,14.03524676,0.641073114,NA,NA,NA,NA,0.641073114,25.56,14.525,10.7,14.03524674,0.641078528,,,,,0.641078528,,0,0,0,-1.7787E-08,5.41383E-06,-,-,-,-,5.41383E-06
3/5/2025,2025,156,25.72,14.45,10.6,13.97955794,0.631370503,NA,NA,NA,NA,0.631370503,25.72,14.45,10.6,13.97955792,0.631377405,,,,,0.631377405,,0,0,0,-1.77977E-08,6.9024E-06,-,-,-,-,6.9024E-06
3/6/2025,2025,157,26,14.6,10.7,14.12118657,0.634686625,NA,NA,NA,NA,0.634686625,26,14.6,10.7,14.12118655,0.634694469,,,,,0.634694469,,0,0,0,-1.79847E-08,7.84435E-06,-,-,-,-,7.84435E-06
3/7/2025,2025,158,26.24,14.675,10.84,14.25323378,0.638561391,NA,NA,NA,NA,0.638561391,26.24,14.675,10.84,14.25323376,0.638549155,,,,,0.638549155,,0,0,0,-1.81436E-08,-1.2236E-05,-,-,-,-,-1.2236E-05
3/8/2025,2025,159,26.1,14.575,10.96,14.26359916,0.639526825,NA,NA,NA,NA,0.639526825,26.1,14.575,10.96,14.26359914,0.639530028,,,,,0.639530028,,0,1.77636E-15,0,-1.80909E-08,3.20317E-06,-,-,-,-,3.20317E-06
3/9/2025,2025,160,26.14,14.775,11,14.35719788,0.64235598,NA,NA,NA,NA,0.64235598,26.14,14.775,11,14.35719786,0.642365202,,,,,0.642365202,,3.55271E-15,0,0,-1.81818E-08,9.22259E-06,-,-,-,-,9.22259E-06
3/10/2025,2025,161,26.38,14.85,11.02,14.42603015,0.638199226,NA,NA,NA,NA,0.638199226,26.38,14.85,11.02,14.42603013,0.638184405,,,,,0.638184405,,-3.55271E-15,1.77636E-15,0,-1.83062E-08,-1.48207E-05,-,-,-,-,-1.48207E-05
3/11/2025,2025,162,26.28,14.725,10.94,14.32819117,0.633378275,NA,NA,NA,NA,0.633378275,26.28,14.725,10.94,14.32819115,0.633398469,,,,,0.633398469,,0,1.77636E-15,1.77636E-15,-1.8204E-08,2.01946E-05,-,-,-,-,2.01946E-05
3/12/2025,2025,163,26.32,14.45,10.76,14.14677464,0.623276168,NA,NA,NA,NA,0.623276168,26.32,14.45,10.76,14.14677462,0.623284319,,,,,0.623284319,,0,0,0,-1.80807E-08,8.15098E-06,-,-,-,-,8.15098E-06
3/13/2025,2025,164,26.2,14.225,10.5,13.91784972,0.612621596,NA,NA,NA,NA,0.612621596,26.2,14.225,10.5,13.9178497,0.612627644,,,,,0.612627644,,0,0,1.77636E-15,-1.78871E-08,6.04793E-06,-,-,-,-,6.04793E-06
3/14/2025,2025,165,26.38,14.275,10.56,13.99108582,0.609942894,NA,NA,NA,NA,0.609942894,26.38,14.275,10.56,13.9910858,0.609942321,,,,,0.609942321,,-3.55271E-15,0,-1.77636E-15,-1.79913E-08,-5.72898E-07,-,-,-,-,-5.72898E-07
3/15/2025,2025,166,26.9,14.475,10.6,14.15102863,0.615718826,NA,NA,NA,NA,0.615718826,26.9,14.475,10.6,14.15102861,0.615707127,,,,,0.615707127,,0,0,0,-1.82719E-08,-1.16989E-05,-,-,-,-,-1.16989E-05
3/16/2025,2025,167,27.46,14.825,10.62,14.35621308,0.628671898,NA,NA,NA,NA,0.628671898,27.46,14.825,10.62,14.35621306,0.628687309,,,,,0.628687309,,0,0,0,-1.86101E-08,1.5411E-05,-,-,-,-,1.5411E-05
3/17/2025,2025,168,28.5,15.9,10.96,15.03918398,0.666289678,NA,NA,NA,NA,0.666289678,28.5,15.9,10.96,15.03918396,0.666270967,,,,,0.666270967,,0,-1.77636E-15,0,-1.94604E-08,-1.87108E-05,-,-,-,-,-1.87108E-05
3/18/2025,2025,169,30.06,17.525,11.34,15.99934487,0.714095704,NA,NA,NA,NA,0.714095704,30.06,17.525,11.34,15.99934485,0.714096343,,,,,0.714096343,,-3.55271E-15,0,0,-2.07024E-08,6.38788E-07,-,-,-,-,6.38788E-07
3/19/2025,2025,170,30.56,17.55,11.3,16.05575645,0.724311109,NA,NA,NA,NA,0.724311109,30.56,17.55,11.3,16.05575643,0.724299387,,,,,0.724299387,,3.55271E-15,0,0,-2.08964E-08,-1.17219E-05,-,-,-,-,-1.17219E-05
3/20/2025,2025,171,30.88,17.7,11.46,16.23452123,0.743558387,NA,NA,NA,NA,0.743558387,30.88,17.7,11.46,16.23452121,0.743554148,,,,,0.743554148,,3.55271E-15,0,-1.77636E-15,-2.11165E-08,-4.23948E-06,-,-,-,-,-4.23948E-06
3/21/2025,2025,172,31.06,17.75,11.44,16.26561404,0.752132169,NA,NA,NA,NA,0.752132169,31.06,17.75,11.44,16.26561402,0.752118771,,,,,0.752118771,,3.55271E-15,0,1.77636E-15,-2.11978E-08,-1.33982E-05,-,-,-,-,-1.33982E-05
3/22/2025,2025,173,31.42,17.975,11.5,16.42235277,0.77309116,NA,NA,NA,NA,0.77309116,31.42,17.975,11.5,16.42235275,0.773080058,,,,,0.773080058,,3.55271E-15,-3.55271E-15,0,-2.14287E-08,-1.11016E-05,-,-,-,-,-1.11016E-05
3/23/2025,2025,174,31.98,18.1,11.58,16.5837715,0.790406976,NA,NA,NA,NA,0.790406976,31.98,18.1,11.58,16.58377148,0.790397254,,,,,0.790397254,,0,0,0,-2.17127E-08,-9.72209E-06,-,-,-,-,-9.72209E-06
3/24/2025,2025,175,32.4,17.85,11.38,16.45271635,0.784614282,NA,NA,NA,NA,0.784614282,32.4,17.85,11.38,16.45271633,0.784623908,,,,,0.784623908,,0,-3.55271E-15,-1.77636E-15,-2.17417E-08,9.62605E-06,-,-,-,-,9.62605E-06
3/25/2025,2025,176,32.32,17.75,11.06,16.23958663,0.775650964,NA,NA,NA,NA,0.775650964,32.32,17.75,11.06,16.2395866,0.775664275,,,,,0.775664275,,7.10543E-15,0,-1.77636E-15,-2.15865E-08,1.33112E-05,-,-,-,-,1.33112E-05
3/26/2025,2025,177,32.14,17.425,10.5,15.81083214,0.755749539,NA,NA,NA,NA,0.755749539,32.14,17.425,10.5,15.81083212,0.755761307,,,,,0.755761307,,0,0,0,-2.12514E-08,1.17681E-05,-,-,-,-,1.17681E-05
3/27/2025,2025,178,31.78,16.9,9.7,15.16377035,0.72985053,NA,NA,NA,NA,0.72985053,31.78,16.9,9.7,15.16377033,0.729842829,,,,,0.729842829,,0,3.55271E-15,0,-2.07126E-08,-7.70135E-06,-,-,-,-,-7.70135E-06
3/28/2025,2025,179,31.16,16.05,8.72,14.27707737,0.692416517,NA,NA,NA,NA,0.692416517,31.16,16.05,8.72,14.27707735,0.692403927,,,,,0.692403927,,3.55271E-15,-3.55271E-15,1.77636E-15,-1.99162E-08,-1.25906E-05,-,-,-,-,-1.25906E-05
3/29/2025,2025,180,30.52,15.575,8.12,13.7134227,0.665804166,NA,NA,NA,NA,0.665804166,30.52,15.575,8.12,13.71342268,0.665787044,,,,,0.665787044,,0,-1.77636E-15,1.77636E-15,-1.93401E-08,-1.71219E-05,-,-,-,-,-1.71219E-05
3/30/2025,2025,181,30.56,15.35,8.16,13.66464982,0.664123708,NA,NA,NA,NA,0.664123708,30.56,15.35,8.16,13.6646498,0.66410188,,,,,0.66410188,,3.55271E-15,0,0,-1.92959E-08,-2.18275E-05,-,-,-,-,-2.18275E-05
3/31/2025,2025,182,30.88,15.325,8,13.61621783,0.65864112,NA,NA,NA,NA,0.65864112,30.88,15.325,8,13.61621781,0.658653374,,,,,0.658653374,,3.55271E-15,1.77636E-15,0,-1.93684E-08,1.22545E-05,-,-,-,-,1.22545E-05
4/1/2025,2025,183,31.04,15.25,8.04,13.63427978,0.649868715,NA,NA,NA,NA,0.649868715,31.04,15.25,8.04,13.63427976,0.649874783,,,,,0.649874783,,0,0,0,-1.94193E-08,6.06811E-06,-,-,-,-,6.06811E-06
4/2/2025,2025,184,31.28,15.45,8.32,13.88195174,0.655044792,NA,NA,NA,NA,0.655044792,31.28,15.45,8.32,13.88195172,0.655031094,,,,,0.655031094,,0,1.77636E-15,0,-1.9658E-08,-1.36979E-05,-,-,-,-,-1.36979E-05
4/3/2025,2025,185,31.54,15.5,8.52,14.03999596,0.65742743,NA,NA,NA,NA,0.65742743,31.54,15.5,8.52,14.03999594,0.65742444,,,,,0.65742444,,0,1.77636E-15,0,-1.98341E-08,-2.99076E-06,-,-,-,-,-2.99076E-06
4/4/2025,2025,186,31.74,15.5,8.58,14.0992468,0.661665166,NA,NA,NA,NA,0.661665166,31.74,15.5,8.58,14.09924678,0.661670231,,,,,0.661670231,,0,-1.77636E-15,0,-1.99303E-08,5.06518E-06,-,-,-,-,5.06518E-06
4/5/2025,2025,187,31.6,15.275,8.46,13.94130831,0.649683757,NA,NA,NA,NA,0.649683757,31.6,15.275,8.46,13.94130829,0.6496813,,,,,0.6496813,,0,0,0,-1.9769E-08,-2.45769E-06,-,-,-,-,-2.45769E-06
4/6/2025,2025,188,31.78,15.05,8.18,13.74331262,0.638402741,NA,NA,NA,NA,0.638402741,31.78,15.05,8.18,13.7433126,0.638402109,,,,,0.638402109,,0,0,1.77636E-15,-1.96882E-08,-6.31873E-07,-,-,-,-,-6.31873E-07
4/7/2025,2025,189,31.78,14.35,7.62,13.21381518,0.599852247,NA,NA,NA,NA,0.599852247,31.78,14.35,7.62,13.21381516,0.599868178,,,,,0.599868178,,0,0,-8.88178E-16,-1.93049E-08,1.59308E-05,-,-,-,-,1.59308E-05
4/8/2025,2025,190,31.6,13.775,6.94,12.63809776,0.567139214,NA,NA,NA,NA,0.567139214,31.6,13.775,6.94,12.63809774,0.567143878,,,,,0.567143878,,0,0,-8.88178E-16,-1.88559E-08,4.66303E-06,-,-,-,-,4.66303E-06
4/9/2025,2025,191,30.68,12.8,6.32,11.85771055,0.529988922,NA,NA,NA,NA,0.529988922,30.68,12.8,6.32,11.85771054,0.529972464,,,,,0.529972464,,-3.55271E-15,0,0,-1.80045E-08,-1.6458E-05,-,-,-,-,-1.6458E-05
4/10/2025,2025,192,30.06,12.275,5.92,11.38542885,0.504923863,NA,NA,NA,NA,0.504923863,30.06,12.275,5.92,11.38542883,0.50491599,,,,,0.50491599,,3.55271E-15,0,0,-1.74778E-08,-7.87306E-06,-,-,-,-,-7.87306E-06
4/11/2025,2025,193,29.72,11.475,5.36,10.77543848,0.476286282,NA,NA,NA,NA,0.476286282,29.72,11.475,5.36,10.77543847,0.476298618,,,,,0.476298618,,0,0,0,-1.69284E-08,1.23359E-05,-,-,-,-,1.23359E-05
4/12/2025,2025,194,29.1,10.3,4.58,9.88523135,0.430892654,NA,NA,NA,NA,0.430892654,29.1,10.3,4.58,9.885231334,0.430883947,,,,,0.430883947,,0,-1.77636E-15,0,-1.6086E-08,-8.70641E-06,-,-,-,-,-8.70641E-06
4/13/2025,2025,195,28.32,9.425,4.08,9.220908641,0.403598678,NA,NA,NA,NA,0.403598678,28.32,9.425,4.08,9.220908625,0.403578667,,,,,0.403578667,,0,0,0,-1.53562E-08,-2.00109E-05,-,-,-,-,-2.00109E-05
4/14/2025,2025,196,27.6,8.925,3.82,8.816930814,0.394874734,NA,NA,NA,NA,0.394874734,27.6,8.925,3.82,8.816930799,0.39487789,,,,,0.39487789,,0,0,4.44089E-16,-1.48381E-08,3.15621E-06,-,-,-,-,3.15621E-06
4/15/2025,2025,197,27.24,8.4,3.64,8.49647955,0.388177652,NA,NA,NA,NA,0.388177652,27.24,8.4,3.64,8.496479535,0.388188438,,,,,0.388188438,,0,-1.77636E-15,-4.44089E-16,-1.44773E-08,1.07859E-05,-,-,-,-,1.07859E-05
4/16/2025,2025,198,26.66,7.65,3.28,7.975424972,0.369011501,NA,NA,NA,NA,0.369011501,26.66,7.65,3.28,7.975424958,0.369014246,,,,,0.369014246,,3.55271E-15,-8.88178E-16,0,-1.39064E-08,2.74478E-06,-,-,-,-,2.74478E-06
4/17/2025,2025,199,25.94,6.8,2.82,7.34884172,0.350637756,NA,NA,NA,NA,0.350637756,25.94,6.8,2.82,7.348841707,0.350646668,,,,,0.350646668,,-3.55271E-15,0,0,-1.32197E-08,8.91221E-06,-,-,-,-,8.91221E-06
